PSNR_YYUV,SSIM (precise)_YYUV
assassin_st4_360p30fps.yuv,assassin_st4_360p30fps.yuv
v205_avc_3B/assassin_st4_360p30fps_34.264,v205_avc_3B/assassin_st4_360p30fps_34.264
AVG: 34.43927,AVG: 0.90264
34.46880,0.87127
34.48797,0.87151
34.48813,0.87155
34.33904,0.87133
34.37100,0.87121
34.14962,0.87266
34.12341,0.87241
34.18570,0.87301
34.20088,0.87314
34.07809,0.87206
33.94143,0.87337
33.98771,0.87496
34.13973,0.87587
34.04819,0.87555
33.94963,0.87402
34.03259,0.87525
34.06406,0.87521
34.06820,0.87506
33.99195,0.87372
34.06812,0.87556
34.09246,0.87554
34.08710,0.87511
34.00582,0.87366
34.04411,0.87476
34.09270,0.87523
34.10677,0.87510
33.99835,0.87351
34.09251,0.87487
34.10099,0.87522
34.13279,0.87531
34.04730,0.87398
34.07486,0.87480
34.09696,0.87509
34.11680,0.87439
34.04007,0.87280
34.18598,0.87902
34.17882,0.87807
34.22073,0.87920
33.94033,0.87103
33.93624,0.87060
34.27877,0.88204
33.91208,0.87188
33.85339,0.87047
33.91368,0.87308
34.28547,0.88116
34.00679,0.87467
33.99562,0.87803
34.46298,0.88760
34.44058,0.88709
34.32832,0.89063
34.43366,0.89446
34.31231,0.89556
34.73573,0.90603
34.26311,0.89411
34.62996,0.90513
34.55927,0.90121
34.92912,0.91144
35.35911,0.91115
35.26431,0.90849
35.40448,0.91113
35.00655,0.90715
34.89965,0.90621
34.73627,0.90293
34.75805,0.90384
34.82302,0.90460
34.65620,0.90210
34.56899,0.89992
34.52539,0.89940
35.01737,0.90579
34.78967,0.90233
34.70133,0.89897
34.59970,0.89752
35.09392,0.90763
34.62740,0.89660
34.97345,0.90582
34.84301,0.90299
34.89993,0.89811
34.81569,0.89836
34.44401,0.88766
34.62556,0.89338
34.63803,0.88930
34.34326,0.88714
34.10093,0.87708
34.07731,0.87549
34.29355,0.87865
34.20250,0.87889
34.01233,0.87233
33.89953,0.87532
34.09772,0.87803
33.91206,0.87128
33.88405,0.87165
33.91872,0.87425
34.01653,0.87485
33.99760,0.87903
33.72485,0.86897
33.80407,0.87197
34.07132,0.87837
33.77759,0.87161
33.78798,0.86807
33.86235,0.87034
34.27460,0.88044
33.95783,0.87335
33.89960,0.87103
33.99228,0.87400
34.24164,0.88026
33.87418,0.87146
34.25591,0.88612
34.11583,0.87999
34.08220,0.87435
34.19206,0.88077
34.10068,0.87669
34.07099,0.87614
34.04979,0.87265
34.05314,0.87308
34.02705,0.87251
33.98841,0.87263
33.96269,0.87157
34.88950,0.88568
34.83279,0.88493
34.80710,0.88492
34.21392,0.87591
34.17587,0.87643
34.13409,0.87565
34.12021,0.87569
34.11569,0.87475
34.08781,0.87488
34.03190,0.87413
34.05239,0.87413
34.03904,0.87321
34.03654,0.87335
34.03523,0.87313
34.02544,0.87281
33.98960,0.87208
34.01240,0.87229
33.99846,0.87207
33.99001,0.87195
33.95438,0.87109
33.97147,0.87114
33.96262,0.87078
33.94470,0.87047
33.93106,0.87014
33.94802,0.87053
33.94627,0.87067
34.00438,0.87293
33.91567,0.86954
34.02855,0.87461
33.95513,0.87184
34.02265,0.87470
33.97455,0.87048
33.91927,0.86522
33.78867,0.86185
33.84578,0.86316
34.07630,0.86782
34.10474,0.86823
33.91518,0.86366
34.24315,0.87088
34.21894,0.87005
34.04911,0.87042
34.01744,0.86986
34.20130,0.87325
34.36990,0.87993
34.24860,0.87711
34.19023,0.87586
34.21137,0.87418
34.39276,0.88048
34.25375,0.87794
34.29448,0.87911
34.14619,0.87260
34.23354,0.87568
34.20638,0.87483
34.11944,0.87331
33.86802,0.87057
34.11523,0.87722
34.03571,0.87393
34.07406,0.87603
33.87594,0.86882
34.18330,0.87708
34.40904,0.87375
34.47781,0.87632
34.37530,0.87283
34.28005,0.87629
34.12315,0.87290
34.11346,0.87309
34.03869,0.87015
34.10091,0.87121
34.04108,0.86993
34.00832,0.86907
33.99025,0.86864
34.03963,0.86958
33.97548,0.86796
33.94208,0.86695
33.93787,0.86659
33.99060,0.86784
33.92245,0.86634
33.91045,0.86597
33.89462,0.86567
33.98483,0.86827
33.74027,0.86390
33.55095,0.85716
33.58371,0.85976
33.91901,0.86823
33.62140,0.86239
33.48387,0.85850
33.44175,0.86160
33.78741,0.87015
33.52834,0.86453
33.55920,0.86445
33.57522,0.86654
34.00660,0.87817
33.60579,0.86895
33.59245,0.86836
33.78069,0.87509
34.20469,0.88510
33.91000,0.87873
33.92743,0.87950
34.19724,0.88874
34.18244,0.88411
34.31253,0.89198
34.16393,0.88544
34.23998,0.88824
34.15328,0.88211
34.15433,0.88331
34.11096,0.88255
34.08891,0.88208
34.20361,0.87918
34.20345,0.87966
34.18816,0.87928
34.16149,0.87879
34.13962,0.87791
34.13180,0.87868
34.08395,0.87798
34.06982,0.87731
34.06519,0.87611
34.08911,0.87713
34.04912,0.87650
34.02623,0.87597
34.02214,0.87536
35.01285,0.88881
34.95817,0.88790
34.96177,0.88771
34.28656,0.87967
34.30595,0.88009
34.27855,0.87973
34.15232,0.88087
34.13467,0.88033
34.11690,0.88032
34.11311,0.88001
34.10575,0.87962
34.07741,0.87880
34.13147,0.87971
34.13998,0.87958
34.10492,0.87883
33.83233,0.87085
33.85268,0.87137
33.83805,0.87133
33.84797,0.87119
33.83140,0.87092
33.83408,0.87101
33.83709,0.87102
33.84385,0.87114
33.83680,0.87095
33.82424,0.87097
33.81779,0.87094
33.82351,0.87084
33.83138,0.87078
33.83881,0.87112
33.83361,0.87092
33.83656,0.87112
33.83687,0.87086
33.85809,0.87138
33.84915,0.87126
33.83609,0.87130
33.84522,0.87114
33.87827,0.87482
33.77414,0.87229
33.76849,0.86560
34.04293,0.87695
33.67543,0.86455
33.93254,0.87612
33.85366,0.87412
33.91938,0.87180
33.99395,0.87229
34.02123,0.87566
34.03111,0.87533
33.93699,0.87119
33.96267,0.87164
33.93509,0.87111
33.94587,0.87154
33.94521,0.87099
33.97676,0.87176
33.92871,0.87114
33.93185,0.87112
33.93222,0.87061
33.95286,0.87086
33.91791,0.87031
33.86885,0.87112
33.83468,0.87030
34.77916,0.88399
34.77890,0.88391
34.78314,0.88420
34.09548,0.87594
34.11177,0.87611
34.08771,0.87551
34.07623,0.87531
34.06937,0.87505
34.08505,0.87527
34.04160,0.87454
34.03874,0.87445
34.03867,0.87420
34.02956,0.87382
34.01680,0.87336
34.03040,0.87373
34.02976,0.87362
34.04462,0.87381
34.01001,0.87306
34.00629,0.87310
34.03878,0.87177
34.07777,0.87239
34.06152,0.87223
34.05666,0.87218
34.02269,0.87141
34.05639,0.87210
34.01752,0.87135
34.02151,0.87137
34.08515,0.87100
34.11974,0.87260
34.02534,0.87214
33.99399,0.87111
34.02706,0.87133
33.98438,0.87316
33.82324,0.86862
33.84217,0.86964
34.16329,0.87554
34.20604,0.88177
34.22577,0.88189
34.08327,0.87418
34.42560,0.88437
34.26758,0.87897
34.28915,0.88020
34.12888,0.87411
34.26379,0.87627
34.23732,0.87616
34.25018,0.87628
34.15391,0.87444
34.24704,0.87573
34.20774,0.87519
34.20876,0.87526
34.14487,0.87383
34.22860,0.87526
34.22865,0.87502
34.22301,0.87524
34.14005,0.87326
34.40512,0.88110
34.20537,0.87469
34.22900,0.87710
33.99929,0.86979
34.41228,0.88143
34.44667,0.87841
34.29786,0.87131
34.18477,0.86904
34.38129,0.88031
33.88782,0.86747
34.00528,0.87247
33.90033,0.87113
33.89872,0.86859
34.00621,0.87237
33.84441,0.86746
33.95607,0.87075
33.85873,0.86653
33.90289,0.86752
33.83783,0.86636
33.86837,0.86664
33.80328,0.86498
33.82702,0.86562
33.79767,0.86480
33.78851,0.86458
33.75833,0.86381
33.77667,0.86420
33.74408,0.86353
33.74084,0.86350
33.70875,0.86278
33.75391,0.86362
33.73994,0.86334
33.74201,0.86345
33.71578,0.86296
33.74807,0.86345
33.71944,0.86298
33.71906,0.86312
33.70850,0.86318
33.73908,0.86402
33.73066,0.86397
33.73405,0.86403
33.71951,0.86343
33.76058,0.86422
33.74200,0.86384
33.73939,0.86332
33.74863,0.86344
33.74796,0.86349
33.73600,0.86330
33.75777,0.86369
33.77332,0.86385
33.78643,0.86447
33.77983,0.86446
33.78114,0.86456
33.76254,0.86385
33.79415,0.86465
33.78103,0.86448
33.78873,0.86448
33.78536,0.86433
33.81783,0.86558
33.81795,0.86577
33.82237,0.86611
33.82162,0.86574
33.80912,0.86614
33.78486,0.86568
33.79076,0.86599
33.79776,0.86577
34.73605,0.87892
34.72738,0.87871
34.75259,0.87935
34.06527,0.86964
34.11887,0.87473
34.03691,0.87302
33.81374,0.86776
34.21025,0.87913
33.95634,0.87200
34.00880,0.87372
33.92230,0.86895
34.25024,0.87934
34.08914,0.87442
34.21761,0.87736
34.08107,0.87123
34.22458,0.87536
34.18327,0.87378
34.16319,0.87345
34.11023,0.87160
34.22684,0.87436
34.15270,0.87278
34.16047,0.87346
34.16499,0.87306
34.29743,0.87633
34.21536,0.87445
34.21656,0.87454
34.20633,0.87429
34.31371,0.87685
34.21120,0.87465
34.16559,0.87449
34.16768,0.87395
34.27175,0.87590
34.21151,0.87374
34.20547,0.87360
34.19686,0.87364
34.28099,0.87552
34.21014,0.87357
34.25676,0.87422
34.25173,0.87402
34.26963,0.87458
34.23008,0.87330
34.21109,0.87346
34.20241,0.87287
34.32269,0.87561
33.99178,0.87931
34.00677,0.87974
33.98594,0.87928
34.03968,0.88021
33.99632,0.87932
33.99712,0.87920
33.96910,0.87834
34.01670,0.87934
33.97972,0.87847
33.98278,0.87863
33.96577,0.87817
34.01165,0.87916
33.97723,0.87861
33.98635,0.87884
33.94567,0.87801
34.00182,0.87921
34.85756,0.89002
34.89420,0.89074
34.86140,0.89028
34.23740,0.88249
34.23343,0.88237
34.22750,0.88212
34.16368,0.88066
34.21159,0.88136
34.16685,0.88051
