PSNR_YYUV
C:\Work\Kuaishou_QP\assassin720p\assassin_st4_720p30fps.yuv
C:\Work\Kuaishou_QP\assassin720p\assassin_st4_720p30fps_4M.264
AVG: 42.82145
47.09351
47.12420
47.12656
46.24643
46.21157
46.24683
45.67444
43.87673
43.31215
43.51444
42.88071
43.37324
43.86757
44.35424
44.79482
45.25696
45.28210
45.50181
45.52313
45.74718
45.76950
45.84730
45.79609
45.97033
46.00338
46.05952
45.99120
46.19587
46.19007
46.25757
46.18557
46.34289
46.31305
46.29942
46.22266
45.99137
45.79700
45.82352
45.43761
45.35335
45.10056
44.78212
44.65794
44.50523
44.31853
44.38036
44.39846
44.59204
44.35762
44.31362
44.21043
43.83250
43.81351
43.55820
44.34985
44.10492
44.52856
44.32063
44.38774
44.58833
48.61639
46.70491
46.10658
46.05018
45.74009
45.55513
45.01198
45.04505
44.90906
44.93376
44.66156
44.64877
44.09838
43.60248
44.20935
44.17416
43.95373
44.16151
43.64084
43.97096
43.48885
43.75789
43.32507
43.13010
43.08288
43.28751
43.10648
42.95960
42.94479
43.00469
42.97099
42.93383
42.70381
42.92300
42.45709
42.40205
42.42408
42.37614
42.38068
42.46086
42.55747
42.52700
42.71133
42.61107
42.60612
42.45021
43.20870
43.07749
43.08435
43.81115
43.92686
43.84330
43.72128
43.85302
43.99803
43.99372
43.94024
44.11185
44.14555
44.15964
47.34182
46.58262
46.19442
45.97305
45.65483
45.63029
45.46722
45.27187
45.03266
45.14238
45.07290
44.99188
44.81462
44.90639
44.83570
44.76582
44.57021
44.59732
44.58452
44.51109
44.31694
44.34938
44.18868
44.20918
43.71626
43.91877
43.68397
43.71086
43.10179
43.10119
43.06348
43.14332
43.30204
43.33681
42.94288
43.92403
43.93996
44.10819
44.12512
44.05691
44.45615
44.38103
44.45128
44.01025
44.52158
44.42250
44.55570
43.94389
44.43393
44.46869
44.30811
43.76362
44.33960
44.20317
44.41097
43.91125
44.53822
44.41338
44.69551
44.38953
47.38659
45.81166
45.81726
45.32188
45.43145
45.40838
45.26776
45.14091
45.18812
45.12637
45.09562
44.93015
44.96546
44.89428
44.89046
44.76657
44.68363
43.79086
43.18214
42.85763
42.71137
42.73775
42.64917
42.61649
42.54614
42.53168
42.50208
42.49304
42.46771
42.46471
42.50278
42.45805
42.63545
42.81328
42.93607
43.48925
43.39361
44.14272
44.06448
44.53421
44.30636
44.57707
44.59394
44.58514
44.74156
44.97201
44.99309
44.97864
44.93095
45.05771
45.09605
45.06176
44.99665
45.09962
45.13727
45.11262
45.06378
45.22005
45.25338
45.26414
48.07226
47.33246
47.11557
46.66751
46.43809
46.41433
46.34243
46.24934
46.13206
46.19286
46.19649
46.15026
44.89765
45.13670
45.21017
45.27522
45.25708
45.31316
45.31366
45.29987
45.25415
45.28284
45.28085
45.26996
45.23422
45.29242
45.28164
45.28608
45.21938
45.28698
45.25462
45.24374
45.15827
44.17486
44.02010
43.71551
44.01337
43.78727
44.57914
44.78712
45.00731
45.16320
45.51305
45.56934
45.40202
45.56349
45.57106
45.60355
45.56898
45.68615
45.66914
45.66507
45.59303
45.72786
45.75199
45.76418
45.70090
45.80958
45.83720
45.86405
48.81057
48.31331
48.05469
47.83528
47.52432
47.55248
47.39822
47.33055
47.11935
47.19036
47.09519
47.09605
46.89700
46.98112
46.89800
46.87923
46.75383
46.82825
46.75919
46.73322
46.56717
46.65489
46.60550
46.57830
46.50480
46.14538
45.43293
45.44765
44.53418
44.35580
43.97376
44.00863
44.15402
44.88952
45.02909
45.13642
45.86859
45.92979
46.14507
45.81676
46.03072
45.98804
45.94529
45.74634
45.89379
45.80421
45.76633
45.50266
45.58220
45.45535
45.31684
45.00144
45.17422
44.93086
44.89754
44.34997
44.76062
44.59664
44.26588
44.30576
47.32809
44.87563
45.15625
45.04811
44.94337
45.51861
45.39749
45.65139
45.32885
45.66306
45.67352
45.73140
45.61287
45.82657
45.84701
45.88938
45.78498
45.95924
45.95303
45.97805
45.86108
46.00517
45.97889
46.02422
45.94094
46.11248
46.11527
46.17199
46.11035
46.21688
46.21866
46.25954
46.22347
46.32711
46.32984
46.34394
46.30252
46.44091
46.44906
46.49681
46.47187
46.55967
46.57190
46.57706
46.50489
46.59307
46.59676
46.58333
46.51524
46.56663
46.53087
46.48669
46.40462
46.47017
46.46135
46.42254
46.33838
46.35443
46.37569
46.33200
46.78252
45.12421
44.95770
44.69475
45.25399
45.20771
45.35685
44.96185
45.59295
45.61007
45.94852
45.81821
46.03247
46.06138
46.14786
46.04319
46.21986
46.15785
46.27100
46.17843
46.31253
46.30128
46.32741
46.25633
46.34798
46.31519
46.44626
46.35207
46.46365
46.41756
46.47749
46.42864
46.55563
46.52980
46.63207
46.56833
46.63640
46.57040
46.66285
46.59184
46.76327
46.65169
46.73323
46.66596
46.80376
46.78635
46.82389
46.75383
46.87632
46.82249
46.89965
46.85143
46.98083
46.97657
47.01402
46.91788
47.05990
47.02589
47.11425
47.09370
50.02020
49.57468
49.37426
49.02068
49.00691
48.88976
48.85018
48.63512
48.69638
48.59600
48.57275
48.37111
48.47078
48.41711
48.40186
48.23566
48.29754
48.18662
48.15888
48.00390
48.16051
48.12320
46.76990
47.07375
47.14633
47.16904
47.17733
47.24425
47.20696
47.27174
47.20744
47.23823
47.20459
47.22676
47.14212
47.21107
47.18017
47.18535
47.12421
47.15384
47.11767
47.10647
47.01410
47.06656
47.01281
46.95544
46.78768
46.03504
45.84538
45.61225
45.05448
45.22477
45.03509
44.59087
44.76119
44.39387
44.69223
44.47736
44.70746
44.48806
47.61190
45.45753
45.45347
44.51144
44.60003
44.62013
44.79073
44.78731
44.16259
44.56435
44.47109
44.04321
44.43525
44.55300
44.78728
44.84269
44.96466
45.08917
45.46105
45.47280
45.40442
45.68509
46.73334
46.74529
45.96746
45.78321
46.11433
45.93633
46.00521
46.07453
46.27032
46.71635
46.63807
46.96210
46.95042
46.24447
46.15321
46.34857
46.68078
47.12962
47.05570
46.46087
46.26143
46.58566
46.52331
46.00615
46.39799
46.47365
46.50468
46.26026
46.24717
45.57830
45.89785
45.69804
45.80521
45.80626
45.25124
45.07861
44.94858
45.31602
48.03646
45.82603
45.40916
45.14128
45.48210
45.27821
45.49508
45.12480
45.54645
45.18767
45.32428
44.83250
44.76946
45.05903
45.08469
44.56683
44.52063
44.44314
44.40218
44.40366
44.46880
44.45124
44.66252
45.53097
45.53907
45.60169
45.57271
45.51160
46.00457
46.22858
46.19537
45.83784
45.90044
45.99267
45.87273
45.69136
45.78135
45.64205
45.65342
45.17311
45.43850
45.25331
44.90150
44.92686
45.03265
45.10353
45.68518
45.48226
46.02317
46.05860
46.43607
46.31402
46.51868
46.52542
46.56470
46.52135
46.64938
46.60178
46.59317
46.57000
49.46611
48.61425
48.39775
48.01965
48.02130
47.86256
47.74574
47.51378
47.53735
47.45115
47.45881
47.35058
47.31507
47.14394
47.16696
47.23858
47.11024
47.16047
47.08744
47.11420
46.98260
47.06199
46.99576
46.97533
46.82133
46.84145
46.75134
46.66763
46.51326
46.41055
46.34575
46.28458
46.12370
46.08009
46.00167
45.80405
45.57917
45.28331
44.85284
44.45343
44.19342
44.01539
43.83830
43.68764
43.67938
43.59457
43.56958
43.44263
43.54602
43.65279
43.80894
43.92559
44.57618
44.55380
45.13855
45.50364
45.68769
45.37592
45.54238
45.68307
48.55577
47.45613
47.27160
47.03417
46.79854
46.53121
46.54473
46.40810
46.22905
46.00172
45.99950
45.89132
45.77591
45.51602
44.92688
44.47369
43.96277
43.66008
43.89293
43.83922
44.01369
44.55502
44.61006
44.65825
45.22099
45.24467
45.56422
45.40009
45.51161
45.59074
45.59830
45.58649
45.30682
45.47658
45.53148
45.56887
46.13241
46.12339
46.10183
46.13683
